,company_name,status,country_code,state_code,days_in_op,first_funding_dayinop,sa_funded_daysop,cr_funded_daysop,ag_funded_daysop,ve_funded_daysop,CA,NY,MA,TX,WA,founded_month,ave_inf_y,sa_raised_amount_usd_adj,ag_raised_amount_usd_adj,ve_raised_amount_usd_adj,cr_raised_amount_usd_adj,software,Biotech,health,web,mobile,enterprise,hardware,advertising,security,manufacturing,social,semiconductor,medical,consulting,education,search,messaging,news,transportation,fashion
1150,AxioMed Spine,operating,USA,OH,5450.0,770.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,16.88888889,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,Axion Health,operating,USA,CO,4355.0,2366.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,18.08080808,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1153,Axis Three,operating,USA,MA,5085.0,1554.0,0.0,0.0,0.0,1554.0,0,0,1,0,0,1,17.16969697,0.0,0.0,1207000.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1155,AxoGen,ipo,USA,FL,5085.0,2176.0,4244.0,0.0,3572.0,0.0,0,0,0,0,0,1,17.16969697,12780000.0,710000.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1156,AXSUN Technologies,operating,USA,MA,6546.0,3232.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,15.46464646,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1159,Aylus Networks,operating,USA,MA,3989.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,18.72727273,7800000.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1160,Azaire Networks,closed,USA,CA,4720.0,1332.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,17.58181818,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1161,Azalea Networks,acquired,USA,CA,3989.0,1201.0,0.0,0.0,0.0,1201.0,1,0,0,0,0,1,18.72727273,0.0,0.0,11700000.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1162,Azaleos,acquired,USA,WA,4224.0,1274.0,0.0,0.0,0.0,0.0,0,0,0,0,1,5,18.08080808,0.0,0.0,0.0,0.0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1163,Azelon Pharmaceuticals,closed,USA,PA,5816.0,4244.0,4301.0,0.0,0.0,0.0,0,0,0,0,0,1,16.39393939,3060000.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1164,Azevan Pharmaceuticals,operating,USA,PA,6181.0,5404.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,15.82828283,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1165,Azima,operating,USA,MA,4720.0,2791.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,17.58181818,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1166,Azimuth Systems,operating,USA,MA,5085.0,678.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,17.16969697,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,Azingo,closed,USA,CA,3989.0,638.0,638.0,0.0,0.0,0.0,1,0,0,0,0,1,18.72727273,23400000.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1168,Aztec Group,operating,USA,FL,12755.0,12095.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,8.181818182,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1169,Azul Systems,operating,USA,CA,5085.0,1369.0,0.0,0.0,0.0,1369.0,1,0,0,0,0,1,17.16969697,0.0,0.0,29983300.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1170,AzulStar,operating,USA,MI,4720.0,3121.0,0.0,0.0,0.0,3121.0,0,0,0,0,0,1,17.58181818,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1171,Azuna,closed,USA,PA,3989.0,1810.0,0.0,0.0,0.0,1810.0,0,0,0,0,0,1,18.72727273,0.0,0.0,234000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1173,Azuro,acquired,USA,CA,5085.0,1461.0,0.0,0.0,0.0,2873.0,1,0,0,0,0,1,17.16969697,0.0,0.0,710000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1174,B-Bridge International,operating,USA,CA,5816.0,1914.0,0.0,0.0,0.0,1914.0,1,0,0,0,0,1,16.39393939,0.0,0.0,2856000.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1176,B-hive Networks,acquired,USA,CA,3989.0,0.0,601.0,0.0,601.0,0.0,1,0,0,0,0,1,18.72727273,5460000.0,390000.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1178,B-Side Entertainment,closed,USA,NY,3893.0,552.0,552.0,0.0,0.0,0.0,0,1,0,0,0,4,18.72727273,2418000.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1179,B&W Loudspeakers,operating,USA,MA,18234.0,12645.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,2.272727273,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1180,B2M Solutions,operating,USA,GA,5085.0,4500.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,17.16969697,0.0,0.0,0.0,0.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1182,BA Insight,operating,USA,NY,4355.0,2454.0,2454.0,0.0,0.0,3052.0,0,1,0,0,0,1,18.08080808,4500000.0,0.0,3000000.0,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1184,Babyage,operating,USA,PA,6181.0,3086.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,15.82828283,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,BabyCenter,acquired,USA,CA,6911.0,1034.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,15.21212121,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1187,BabyFirstTV,operating,USA,CA,4355.0,3298.0,0.0,0.0,0.0,3298.0,1,0,0,0,0,1,18.08080808,0.0,0.0,1500000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188,Bacchus Vascular,acquired,USA,CA,6181.0,882.0,0.0,0.0,0.0,3028.0,1,0,0,0,0,1,15.82828283,0.0,0.0,4290000.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1189,Backchannelmedia,operating,USA,MA,5756.0,2819.0,2819.0,0.0,0.0,0.0,0,0,1,0,0,3,16.39393939,2040000.0000000002,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1190,Backjoy,operating,USA,CO,3989.0,3614.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,18.72727273,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1191,BackOffice Associates,operating,USA,MA,7277.0,4392.0,0.0,0.0,0.0,4392.0,0,0,1,0,0,1,14.84848485,0.0,0.0,18600000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1193,Backyard Broadcasting Holdings,operating,USA,MD,4904.0,561.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7,17.16969697,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1194,Bacterin International Holdings,closed,USA,MT,6546.0,4486.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,15.46464646,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1195,Bacterioscan,operating,USA,MO,4355.0,3427.0,0.0,0.0,0.0,3427.0,0,0,0,0,0,1,18.08080808,0.0,0.0,1556250.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1197,Badongo.com,closed,USA,CA,3989.0,365.0,365.0,0.0,0.0,0.0,1,0,0,0,0,1,18.72727273,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1198,BAE Systems,ipo,USA,MD,5877.0,3682.0,0.0,0.0,0.0,0.0,0,0,0,0,0,11,15.82828283,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1199,Bag of goodies,operating,USA,CA,6546.0,6343.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,15.46464646,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1204,Bakbone Software,acquired,USA,CA,6668.0,2054.0,0.0,0.0,0.0,0.0,1,0,0,0,0,9,15.21212121,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1207,Balance Financial,acquired,USA,WA,4355.0,2805.0,2805.0,0.0,0.0,0.0,0,0,0,0,1,1,18.08080808,1125000.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,Balihoo,operating,USA,ID,4355.0,1004.0,1277.0,0.0,1004.0,2933.0,0,0,0,0,0,1,18.08080808,1125000.0,0.0,3750000.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1210,Balm Innovations,operating,USA,AR,4133.0,1461.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8,18.08080808,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1211,Baltic Motors Corporation,closed,USA,MI,8738.0,4565.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,13.17171717,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1215,Band Digital,operating,USA,IL,11660.0,9327.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,9.494949495,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1216,Bandsintown Group,operating,USA,NY,4355.0,1004.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,18.08080808,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1217,Bandspeed,operating,USA,TX,6546.0,3486.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,15.46464646,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1218,Bandwidth,operating,USA,NC,5962.0,4232.0,0.0,0.0,0.0,4232.0,0,0,0,0,0,8,15.82828283,0.0,0.0,13530000.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1219,Bang Networks,operating,USA,CA,6181.0,1039.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,15.82828283,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,Banker's Toolbox,operating,USA,TX,5816.0,5682.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,16.39393939,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1224,BannerView.com,operating,USA,NV,6181.0,4501.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,15.82828283,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1225,Bantu LLC,operating,USA,VA,6181.0,2197.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,15.82828283,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1226,Banyan Biomarkers,operating,USA,FL,5085.0,4188.0,4188.0,0.0,0.0,0.0,0,0,0,0,0,1,17.16969697,4260000.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1228,Bare Snacks,operating,USA,CA,4355.0,3491.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,18.08080808,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1230,Barnes & Noble,ipo,USA,NY,36131.0,34818.0,0.0,0.0,0.0,34818.0,0,1,0,0,0,1,0.29292929300000004,0.0,0.0,15000000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1231,BaroFold,operating,USA,CO,4720.0,1155.0,1609.0,0.0,3529.0,1155.0,0,0,0,0,0,1,17.58181818,8760000.0,1058500.0,1825000.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1232,Barosense,acquired,USA,CA,5450.0,1438.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,16.88888889,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1233,Barracuda Networks,ipo,USA,CA,4720.0,1104.0,0.0,0.0,0.0,1104.0,1,0,0,0,0,1,17.58181818,0.0,0.0,29200000.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1234,BARRX Medical,acquired,USA,CA,4720.0,2751.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,17.58181818,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1235,Barry's Bootcamp,operating,USA,CA,6546.0,6417.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,15.46464646,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1236,Basecom,operating,USA,TX,6988.0,6601.0,0.0,0.0,0.0,0.0,0,0,0,1,0,10,14.84848485,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1239,Basis Technology,operating,USA,MA,7642.0,2291.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,14.39393939,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1240,Basys,operating,USA,MD,14216.0,11885.0,0.0,0.0,12718.0,0.0,0,0,0,0,0,1,5.121212121,0.0,100800.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1241,Batanga Media,operating,USA,FL,6181.0,2647.0,0.0,0.0,0.0,4541.0,0,0,0,0,0,1,15.82828283,0.0,0.0,9900000.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1243,Baton Rouge Homes,operating,USA,LA,5450.0,4650.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,16.88888889,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1244,BATS Global Markets,operating,USA,KS,3838.0,729.0,0.0,0.0,0.0,2996.0,0,0,0,0,0,6,18.72727273,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1246,Baxano,acquired,USA,CA,3989.0,1340.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,18.72727273,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1247,Baxano Surgical,ipo,USA,NC,5085.0,4454.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,17.16969697,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1248,Bay Dynamics,operating,USA,CA,5450.0,4943.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,16.88888889,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1249,Bay Microsystems,operating,USA,CA,6546.0,2150.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,15.46464646,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,Bay Pac Beverages,operating,USA,CA,9816.0,9423.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,11.52525253,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1252,Bayhill Therapeutics,operating,USA,CA,5816.0,3485.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,16.39393939,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1253,Baynote,operating,USA,CA,4050.0,120.0,120.0,0.0,0.0,0.0,1,0,0,0,0,11,18.08080808,3000000.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1254,BayPackets,operating,USA,CA,5816.0,1941.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,16.39393939,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1255,Wallis & Holdings,operating,USA,GA,3752.0,3321.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8,18.72727273,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1256,Bazaarvoice,ipo,USA,TX,3869.0,365.0,365.0,0.0,0.0,0.0,0,0,0,1,0,5,18.72727273,3120000.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1257,BBE,acquired,USA,NY,4264.0,1387.0,1370.0,0.0,0.0,0.0,0,1,0,0,0,4,18.08080808,7500000.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1258,BBK Worldwide,operating,USA,MA,12025.0,11580.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,9.060606061,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1259,Raytheon BBN Technologies,acquired,USA,MA,24809.0,20545.0,0.0,0.0,0.0,20545.0,0,0,1,0,0,1,1.434343434,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1260,BBS Technologies,operating,USA,TX,5816.0,2302.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,16.39393939,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1262,Three Stage Media,operating,USA,MD,5450.0,1869.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,16.88888889,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1263,BDNA,operating,USA,CA,5816.0,1935.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,16.39393939,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1264,Be Here,operating,USA,CA,7277.0,2650.0,3306.0,0.0,0.0,0.0,1,0,0,0,0,1,14.84848485,3100000.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1267,Beacon Health Strategies,operating,USA,MA,7277.0,5685.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,14.84848485,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1268,Beacon Partners,acquired,USA,MA,9833.0,9643.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,11.52525253,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1269,Beacon Power,ipo,USA,MA,6911.0,4711.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,15.21212121,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1270,Beam Suntory,operating,USA,IL,42705.0,39405.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1271,BeamExpress,operating,USA,CA,5450.0,884.0,0.0,0.0,0.0,1863.0,1,0,0,0,0,1,16.88888889,0.0,0.0,11662000.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1272,beBetter Health,operating,USA,IL,6181.0,5092.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,15.82828283,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1273,MANGLAM EDUCATION,acquired,USA,CA,3984.0,480.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,18.72727273,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1274,Beceem Communications,acquired,USA,CA,4447.0,638.0,0.0,0.0,0.0,2030.0,1,0,0,0,0,10,17.58181818,0.0,0.0,14600000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1275,Becker College,operating,USA,MA,42341.0,41529.0,0.0,0.0,0.0,0.0,0,0,1,0,0,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1276,"Become, Inc.",acquired,USA,CA,4355.0,244.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,18.08080808,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1277,Bee-Line Express,operating,USA,IL,5014.0,2597.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,17.16969697,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1278,Beech Tree Labs,operating,USA,RI,3989.0,1899.0,0.0,0.0,0.0,2490.0,0,0,0,0,0,1,18.72727273,0.0,0.0,97500.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1279,Beeline,operating,USA,FL,6181.0,5313.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,15.82828283,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1281,Beers Enterprises,operating,USA,MA,9103.0,8134.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,12.75757576,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1283,Behavioral Recognition Systems,operating,USA,TX,3989.0,1558.0,0.0,0.0,0.0,3037.0,0,0,0,1,0,1,18.72727273,0.0,0.0,7672836.600000001,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1306,Belkin International,operating,USA,CA,12025.0,7111.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,9.060606061,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1307,Bell and Howell,operating,USA,IL,29192.0,29143.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0.40404040399999996,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1308,Bella Pictures,operating,USA,CA,4720.0,2542.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,17.58181818,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1309,Bellicum Pharmaceuticals,ipo,USA,TX,4173.0,1195.0,1195.0,0.0,0.0,2458.0,0,0,0,1,0,7,18.08080808,1725000.0,0.0,4275000.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,Bellwether Research Institute,operating,USA,GA,3746.0,3013.0,0.0,0.0,0.0,0.0,0,0,0,0,0,9,18.72727273,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1313,Ben Franklin Technology Partners of Northeast Pennsylvania,operating,USA,PA,12025.0,11959.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,9.060606061,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1314,"Ben Jen Online, LLC",operating,USA,NJ,4447.0,1644.0,0.0,0.0,2009.0,1644.0,0,0,0,0,0,10,17.58181818,0.0,73000.0,182500.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1315,Benaissance,acquired,USA,NE,5450.0,2556.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,16.88888889,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1316,Benchmark Bank,operating,USA,TX,18965.0,18669.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,2.1313131309999997,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1317,BeneChill,operating,USA,CA,4355.0,2084.0,0.0,0.0,0.0,2902.0,1,0,0,0,0,1,18.08080808,0.0,0.0,11129171.25,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319,Benefit Resource,operating,USA,NY,8372.0,8176.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,13.595959599999999,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320,Benefitfocus,ipo,USA,SC,5664.0,5395.0,0.0,0.0,0.0,0.0,0,0,0,0,0,6,16.39393939,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1323,Bensussen Deutsch,operating,USA,WA,11660.0,11226.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,9.494949495,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1324,Benvenue Medical,operating,USA,CA,4355.0,1467.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,18.08080808,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1325,beRecruited,acquired,USA,CA,5816.0,2861.0,2861.0,0.0,0.0,0.0,1,0,0,0,0,1,16.39393939,816000.0000000001,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1327,Bergey's,operating,USA,PA,33575.0,31320.0,0.0,0.0,0.0,32171.0,0,0,0,0,0,1,0.727272727,0.0,0.0,177495.85,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
